SequenceID,Realm (-viria),Realm_score,Subrealm (-vira),Subrealm_score,Kingdom (-virae),Kingdom_score,Subkingdom (-virites),Subkingdom_score,Phylum (-viricota),Phylum_score,Subphylum (-viricotina),Subphylum_score,Class (-viricetes),Class_score,Subclass (-viricetidae),Subclass_score,Order (-virales),Order_score,Suborder (-virineae),Suborder_score,Family (-viridae),Family_score,Subfamily (-virinae),Subfamily_score,Genus,Genus_score,Subgenus (-virus),Subgenus_score,Species (binomial),Species_score
ICTVTaxoChallenge_963759,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vicosavirus,NA,NA,Vicosavirus NV1,1,
ICTVTaxoChallenge_96382,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appavirus,NA,NA,Appavirus appa,0.9982,
ICTVTaxoChallenge_964294,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nevevirus,NA,NA,Nevevirus P078,0.9812,
ICTVTaxoChallenge_964405,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gclasvirinae,NA,Jolieduovirus,NA,NA,Jolieduovirus jolie2,0.997,
ICTVTaxoChallenge_964798,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceduovirus,NA,NA,Ceduovirus D4412,1,
ICTVTaxoChallenge_96494,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skurskavirinae,NA,Pakpunavirus,NA,NA,Pakpunavirus PaP1,0.992,
ICTVTaxoChallenge_964958,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Zobellviridae,NA,NA,NA,Icepovirus,NA,NA,Icepovirus bengalense,0.9916,
ICTVTaxoChallenge_965163,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Weiservirinae,NA,Kratiovirus,NA,NA,Kratiovirus thyatira,0.9911,
ICTVTaxoChallenge_965351,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,Crassvirales,NA,NA,NA,Suoliviridae,NA,Boorivirinae,NA,Culoivirus,NA,NA,Culoivirus americanus,0.9862,
ICTVTaxoChallenge_965531,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Studiervirinae,NA,Helsettvirus,NA,NA,Helsettvirus fPS59,1,
ICTVTaxoChallenge_965592,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronfenbrennervirinae,NA,Peeveelvirus,NA,NA,Peeveelvirus SA780ruMSSAST101,0.9801,
ICTVTaxoChallenge_965611,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Rountreeviridae,NA,NA,NA,Fischettivirus,NA,NA,Fischettivirus C1,1,
ICTVTaxoChallenge_965644,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,Crassvirales,NA,NA,NA,Intestiviridae,NA,Crudevirinae,NA,Delmidovirus,NA,NA,Delmidovirus copri,0.993,
ICTVTaxoChallenge_966279,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Molineuxvirinae,NA,Vectrevirus,NA,NA,Vectrevirus mutPK1A2,1,
ICTVTaxoChallenge_966290,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gaiavirus,NA,NA,Gaiavirus gaia,0.9918,
ICTVTaxoChallenge_966483,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kutznervirinae,NA,Quhwahvirus,NA,NA,Quhwahvirus quhwah,0.9783,
ICTVTaxoChallenge_966484,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gracegardnervirinae,NA,Cheoctovirus,NA,NA,Mycobacterium virus DeadP,0.975,
ICTVTaxoChallenge_966805,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bclasvirinae,NA,Coopervirus,NA,NA,Coopervirus chrisnmich,0.9946,
ICTVTaxoChallenge_967274,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Detrevirus,NA,NA,Detrevirus D3,0.9953,
ICTVTaxoChallenge_967360,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Straboviridae,NA,Tevenvirinae,NA,Tequatrovirus,NA,NA,Tequatrovirus T6,0.9881,
ICTVTaxoChallenge_967545,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Ackermannviridae,NA,NA,NA,Miltonvirus,NA,NA,Miltonvirus 3M,0.9928,
ICTVTaxoChallenge_967768,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Demerecviridae,NA,Ermolyevavirinae,NA,Vipunavirus,NA,NA,Vipunavirus pVp1,0.9907,
ICTVTaxoChallenge_968176,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xipdecavirus,NA,NA,Xipdecavirus Xp10,0.9958,
ICTVTaxoChallenge_96885,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tybeckvirinae,NA,Lidleunavirus,NA,NA,Lidleunavirus Ldl1,0.9919,
ICTVTaxoChallenge_970100,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Ackermannviridae,NA,Cvivirinae,NA,Kuttervirus,NA,NA,Kuttervirus allotria,0.9999,
ICTVTaxoChallenge_97058,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mccleskeyvirinae,NA,Limdunavirus,NA,NA,Limdunavirus LDG,1,
ICTVTaxoChallenge_97076,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luchadorvirus,NA,NA,Lucadorvirus luchador,0.9896,
ICTVTaxoChallenge_970872,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deejayvirinae,NA,Secretariatvirus,NA,NA,Secretariatvirus secretariat,0.9928,
ICTVTaxoChallenge_971041,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Mesyanzhinovviridae,NA,Rabinowitzvirinae,NA,Vojvodinavirus,NA,NA,Bordetella virus CN1,0.9995,
ICTVTaxoChallenge_971123,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skunavirus,NA,NA,Skunavirus MP1,0.9896,
ICTVTaxoChallenge_971218,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gracegardnervirinae,NA,Cheoctovirus,NA,NA,Cheoctovirus willsterrel,0.9767,
ICTVTaxoChallenge_97167,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feofaniavirus,NA,NA,Feofaniavirus Eho49,0.9983,
ICTVTaxoChallenge_971916,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Straboviridae,NA,Tevenvirinae,NA,Tequatrovirus,NA,NA,Tequatrovirus slur03,0.9889,
ICTVTaxoChallenge_972182,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clownvirus,NA,NA,Clownvirus clown,0.9912,
ICTVTaxoChallenge_972701,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bantamvirus,NA,NA,Bantamvirus bantam,0.9956,
ICTVTaxoChallenge_97282,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dhillonvirus,NA,NA,Dhillonvirus JL1,0.9896,
ICTVTaxoChallenge_973043,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Herelleviridae,NA,Bastillevirinae,NA,Bequatrovirus,NA,NA,Bequatrovirus B4,0.9893,
ICTVTaxoChallenge_973136,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omegavirus,NA,NA,Omegavirus courthouse,0.9869,
ICTVTaxoChallenge_973502,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,Crassvirales,NA,NA,NA,Steigviridae,NA,Asinivirinae,NA,Wulfhauvirus,NA,NA,Wulfhauvirus bangladeshii,0.9971,
ICTVTaxoChallenge_973722,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Colwellvirinae,NA,Trungvirus,NA,NA,Trungvirus VEN,0.9985,
ICTVTaxoChallenge_973724,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,Crassvirales,NA,NA,NA,Suoliviridae,NA,Oafivirinae,NA,Chuhaivirus,NA,NA,Chuhaivirus simiae,0.9721,
ICTVTaxoChallenge_973949,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rockefellervirus,NA,NA,Rockefellervirus CNPH82,0.9939,
ICTVTaxoChallenge_974479,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Ackermannviridae,NA,Cvivirinae,NA,Kuttervirus,NA,NA,Kuttervirus SenALZ1,0.9922,
ICTVTaxoChallenge_974609,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Schitoviridae,NA,Rhodovirinae,NA,Aorunvirus,NA,NA,Aorunvirus EE36phi1,1,
ICTVTaxoChallenge_97519,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queuovirinae,NA,Nonagvirus,NA,NA,Nonagvirus JenP2,0.989,
ICTVTaxoChallenge_975288,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Drexlerviridae,NA,NA,NA,Webervirus,NA,NA,Webervirus KpNIH2,0.9925,
ICTVTaxoChallenge_975585,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plateaulakevirus,NA,NA,Plateaulakevirus pv4L372D,0.998,
ICTVTaxoChallenge_976554,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sepvirinae,NA,Traversvirus,NA,NA,Traversvirus PA28,0.9743,
ICTVTaxoChallenge_976634,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Herelleviridae,NA,Twortvirinae,NA,Silviavirus,NA,NA,Silviavirus SA11,0.9956,
ICTVTaxoChallenge_976965,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benedictvirus,NA,NA,Benedictvirus cuco,0.9997,
ICTVTaxoChallenge_97733,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Mesyanzhinovviridae,NA,Rabinowitzvirinae,NA,Vojvodinavirus,NA,NA,Bordetella virus MW2,0.9994,
ICTVTaxoChallenge_977412,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arquatrovirinae,NA,Camvirus,NA,NA,Camvirus joe,0.9865,
ICTVTaxoChallenge_899086,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Casjensviridae,NA,NA,NA,Sharonstreetvirus,NA,NA,Sharonstreetvirus A18P4,0.9958,
ICTVTaxoChallenge_899353,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fernvirus,NA,NA,Fernvirus tadhana,0.9821,
ICTVTaxoChallenge_899468,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Peduoviridae,NA,NA,NA,Eganvirus,NA,NA,Eganvirus PsP3,0.9883,
ICTVTaxoChallenge_899651,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muminvirus,NA,NA,Muminvirus snusmum,0.974,
ICTVTaxoChallenge_899745,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Straboviridae,NA,NA,NA,Mylasvirus,NA,NA,Mylasvirus persius,0.9915,
ICTVTaxoChallenge_899895,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Ackermannviridae,NA,Cvivirinae,NA,Kuttervirus,NA,NA,Kuttervirus Det7,0.9939,
ICTVTaxoChallenge_899910,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cimandefvirus,NA,NA,Cimandefvirus gamede,0.9948,
ICTVTaxoChallenge_90082,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gracegardnervirinae,NA,Cheoctovirus,NA,NA,Cheoctovirus byougenkin,0.9849,
ICTVTaxoChallenge_900853,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Studiervirinae,NA,Teetrevirus,NA,NA,Teetrevirus LL2,1,
ICTVTaxoChallenge_90142,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Autographiviridae,NA,Beijerinckvirinae,NA,Friunavirus,NA,NA,Friunavirus Aci07,1,
ICTVTaxoChallenge_901580,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Zierdtviridae,NA,Emilbogenvirinae,NA,Foxborovirus,NA,NA,Foxborovirus kidneybean,0.9944,
ICTVTaxoChallenge_901785,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sozzivirus,NA,NA,Sozzivirus sv9805,0.9863,
ICTVTaxoChallenge_901885,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gracegardnervirinae,NA,Cheoctovirus,NA,NA,Mycobacterium virus Wee,0.973,
ICTVTaxoChallenge_901894,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Straboviridae,NA,Twarogvirinae,NA,Lazarusvirus,NA,NA,Lazarusvirus kronadin,0.9878,
ICTVTaxoChallenge_902005,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Naesvirus,NA,NA,Naesvirus bcepNY3,0.9965,
ICTVTaxoChallenge_90236,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doucettevirus,NA,NA,Doucettevirus doucette,0.9712,
ICTVTaxoChallenge_902392,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ryyoungvirus,NA,NA,Ryyoungvirus bcepC6B,0.9823,
ICTVTaxoChallenge_902655,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guernseyvirinae,NA,Jerseyvirus,NA,NA,Jerseyvirus SETP3,0.9881,
ICTVTaxoChallenge_902722,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gracegardnervirinae,NA,Cheoctovirus,NA,NA,Cheoctovirus phasih,0.9743,
ICTVTaxoChallenge_902874,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ruthgordonvirinae,NA,Gesputvirus,NA,NA,Gesputvirus gsput1,1,
ICTVTaxoChallenge_902919,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Kyanoviridae,NA,NA,NA,Shandvirus,NA,NA,Shandvirus sb64,0.9929,
ICTVTaxoChallenge_903139,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Schitoviridae,NA,Enquatrovirinae,NA,Gamaleyavirus,NA,NA,Gamaleyavirus Bp4,0.9876,
ICTVTaxoChallenge_903312,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralvirus,NA,NA,Coralvirus kepler,0.9869,
ICTVTaxoChallenge_903451,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Ackermannviridae,NA,Cvivirinae,NA,Kuttervirus,NA,NA,Kuttervirus SeG,0.9894,
ICTVTaxoChallenge_903911,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gillianvirus,NA,NA,Gillianvirus oneinagillian,0.9866,
ICTVTaxoChallenge_904243,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Backyardiganvirus,NA,NA,Backyardiganvirus bellusterra,1,
ICTVTaxoChallenge_904892,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kuleanavirus,NA,NA,Kuleanavirus kuleana,0.9844,
ICTVTaxoChallenge_905114,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fromanvirus,NA,NA,Fromanvirus switzer,0.9942,
ICTVTaxoChallenge_905663,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,Crassvirales,NA,NA,NA,Suoliviridae,NA,NA,NA,Dechshavirus,NA,NA,Dechshavirus japanensis,0.9878,
ICTVTaxoChallenge_90574,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fromanvirus,NA,NA,Fromanvirus violet,0.9822,
ICTVTaxoChallenge_90582,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Herelleviridae,NA,Jasinskavirinae,NA,Pecentumvirus,NA,NA,Pecentumvirus LMTA34,0.9808,
ICTVTaxoChallenge_906891,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Mesyanzhinovviridae,NA,Rabinowitzvirinae,NA,Yuavirus,NA,NA,Pseudomonas virus MP1412,0.976,
ICTVTaxoChallenge_907005,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rogerhendrixvirus,NA,NA,Rogerhendrixvirus hendrix,0.9956,
ICTVTaxoChallenge_907159,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nylescharonvirus,NA,NA,Nylescharonvirus LE3,0.9958,
ICTVTaxoChallenge_907404,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Rountreeviridae,NA,Rakietenvirinae,NA,Rosenblumvirus,NA,NA,Rosenblumvirus SLPW,1,
ICTVTaxoChallenge_907411,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Zobellviridae,NA,NA,NA,Melvirus,NA,NA,Melvirus orientalis,0.9989,
ICTVTaxoChallenge_907564,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holosalinivirus,NA,NA,Holosalinivirus M1EM1,0.9922,
ICTVTaxoChallenge_907720,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Peduoviridae,NA,NA,NA,Peduovirus,NA,NA,Peduovirus L413C,0.9878,
ICTVTaxoChallenge_907779,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,Herelleviridae,NA,Twortvirinae,NA,Kayvirus,NA,NA,Kayvirus G1,0.9992,
ICTVTaxoChallenge_908017,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arquatrovirinae,NA,Janusvirus,NA,NA,Janusvirus janus,0.9947,
ICTVTaxoChallenge_908377,Duplodnaviria,NA,NA,NA,Heunggongvirae,NA,NA,NA,Uroviricota,NA,NA,NA,Caudoviricetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schmidvirus,NA,NA,Schmidvirus KHP40,1,
