SequenceID,Realm (-viria),Realm_score,Subrealm (-vira),Subrealm_score,Kingdom (-virae),Kingdom_score,Subkingdom (-virites),Subkingdom_score,Phylum (-viricota),Phylum_score,Subphylum (-viricotina),Subphylum_score,Class (-viricetes),Class_score,Subclass (-viricetidae),Subclass_score,Order (-virales),Order_score,Suborder (-virineae),Suborder_score,Family (-viridae),Family_score,Subfamily (-virinae),Subfamily_score,Genus (-virus),Genus_score,Subgenus (-virus),Subgenus_score,Species (binomial),Species_score
ICTVTaxoChallenge_664307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lwoffvirus TP21,0.9896
ICTVTaxoChallenge_664517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bixzunavirus alice,0.9882
ICTVTaxoChallenge_664660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benedictvirus archetta,1
ICTVTaxoChallenge_664968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emdodecavirus M7,0.9905
ICTVTaxoChallenge_665038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teseptimavirus YpPY,0.995
ICTVTaxoChallenge_665069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sourvirus sour,0.9927
ICTVTaxoChallenge_665167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thalassavirus quinn,0.9913
ICTVTaxoChallenge_665400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koutsourovirus KDA1,0.9767
ICTVTaxoChallenge_665658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baylorvirus PHL101,0.9904
ICTVTaxoChallenge_66622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequintavirus DT57C,0.9916
ICTVTaxoChallenge_666719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fromanvirus astro,0.995
ICTVTaxoChallenge_666767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bundooravirus PumA2,1
ICTVTaxoChallenge_666847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kostyavirus bask21,0.9901
ICTVTaxoChallenge_667057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nankokuvirus PAKP3,0.9876
ICTVTaxoChallenge_66708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firehammervirus CPt10,0.99
ICTVTaxoChallenge_667397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequintavirus SP15,0.9885
ICTVTaxoChallenge_66742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wphvirus megatron,0.9967
ICTVTaxoChallenge_668124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuauhtlivirus mEpX1,0.9852
ICTVTaxoChallenge_668155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus geeight,0.987
ICTVTaxoChallenge_668170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coopervirus brownCNA,0.9977
ICTVTaxoChallenge_668534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelleziovirus kellezzio,0.9972
ICTVTaxoChallenge_668927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hautrevirus hau3,1
ICTVTaxoChallenge_668998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus minnie,0.9731
ICTVTaxoChallenge_6691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jedunavirus JD001,0.9892
ICTVTaxoChallenge_669164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayvirus G1,0.9944
ICTVTaxoChallenge_669206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reyvirus mrmagoo,0.9961
ICTVTaxoChallenge_669408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shandvirus sh35,0.9988
ICTVTaxoChallenge_669495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christensenvirus IME542,1
ICTVTaxoChallenge_669673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halcyonevirus scottie,0.9941
ICTVTaxoChallenge_669709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vectrevirus ACGC91,1
ICTVTaxoChallenge_669781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camtrevirus S3501,1
ICTVTaxoChallenge_670455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanderervirus wanderer,0.9875
ICTVTaxoChallenge_671074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuravirus septima11,0.9992
ICTVTaxoChallenge_671211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus ecombl75,0.9868
ICTVTaxoChallenge_672406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ravinvirus N15,0.9904
ICTVTaxoChallenge_672427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mosigvirus 0157tp3,0.9975
ICTVTaxoChallenge_672460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chivirus KFSSE1,0.9842
ICTVTaxoChallenge_672484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pamirivirus faecium,0.9894
ICTVTaxoChallenge_672972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Popoffvirus pv56,0.9935
ICTVTaxoChallenge_673501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menderavirus IMESM1,0.997
ICTVTaxoChallenge_673551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordonia virus Yvonnetastic,0.995
ICTVTaxoChallenge_67380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percyvirus percy,0.9931
ICTVTaxoChallenge_674604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copernicusvirus Ef74,1
ICTVTaxoChallenge_6748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayvirus MCE2014,0.9969
ICTVTaxoChallenge_675244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosenblumvirus rv44AHJD,1
ICTVTaxoChallenge_675271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warwickvirus wv95,0.9727
ICTVTaxoChallenge_675422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burzaovirus coli,0.9983
ICTVTaxoChallenge_675541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayvirus G1,0.9973
ICTVTaxoChallenge_675761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metrivirus ME3,0.9916
ICTVTaxoChallenge_67579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biseptimavirus BU01,0.9971
ICTVTaxoChallenge_675937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beograduvirus Xaf18,0.977
ICTVTaxoChallenge_676442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epseptimavirus SE24,0.9997
ICTVTaxoChallenge_677086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burrovirus burro,0.9951
ICTVTaxoChallenge_677106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vequintavirus FV3,0.9899
ICTVTaxoChallenge_677354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahphunavirus Ahp1,1
ICTVTaxoChallenge_677598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tangaroavirus tv951510a,0.9953
ICTVTaxoChallenge_677890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liefievirus grizzly,0.9791
ICTVTaxoChallenge_678364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phapecoctavirus TSP7,0.9988
ICTVTaxoChallenge_679040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayfunavirus IMM002,1
ICTVTaxoChallenge_67945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simpcentumvirus Smp131,0.9787
ICTVTaxoChallenge_679778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justusliebigvirus PHB05,0.9943
ICTVTaxoChallenge_679972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Efquatrovirus EF4,0.9828
ICTVTaxoChallenge_680154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montyvirus beaver,0.9973
ICTVTaxoChallenge_680270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slepowronvirus LP101,0.986
ICTVTaxoChallenge_680728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aorunvirus V12,0.9978
ICTVTaxoChallenge_68079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rogunavirus Jk06,0.9996
ICTVTaxoChallenge_680793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escherichia virus DE3,0.9806
ICTVTaxoChallenge_680843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus estave1,0.9817
ICTVTaxoChallenge_68136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birpovirus hominis,0.9985
ICTVTaxoChallenge_681470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bakolyvirus simangalove,1
ICTVTaxoChallenge_681695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blohavirus faecalis,0.9936
ICTVTaxoChallenge_681867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tsarbombavirus BCP78,0.9971
ICTVTaxoChallenge_27897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cequinquevirus Ldb,0.9767
ICTVTaxoChallenge_278980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deseoctovirus DS8,0.9973
ICTVTaxoChallenge_279057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teetrevirus T3Luria,1
ICTVTaxoChallenge_279160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arawnvirus arawn,0.9963
ICTVTaxoChallenge_279256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelderlandvirus cgg41,0.9904
ICTVTaxoChallenge_279655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triavirus StauST3982,0.9754
ICTVTaxoChallenge_280047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thalassavirus athena,0.9925
ICTVTaxoChallenge_280110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electravirus Sbp1,0.9909
ICTVTaxoChallenge_280558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coventryvirus SP120,0.9917
ICTVTaxoChallenge_281697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wizardvirus valary,0.9905
ICTVTaxoChallenge_281940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcyoneusvirus RaK2,0.9927
ICTVTaxoChallenge_282288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus hlubikazi,0.9798
ICTVTaxoChallenge_282553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carpasinavirus carpasina,0.9971
ICTVTaxoChallenge_2826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webervirus NJS1,1
ICTVTaxoChallenge_282855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pseudotevenvirus lee,0.9936
ICTVTaxoChallenge_283320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bucovirus buco,0.9991
ICTVTaxoChallenge_28422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przondovirus PRA33,1
ICTVTaxoChallenge_285135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eganvirus SW9,0.9896
ICTVTaxoChallenge_285702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wuhanvirus PHB01,1
ICTVTaxoChallenge_285740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omegavirus baka,0.9899
ICTVTaxoChallenge_286139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lenusvirus lenus,0.9846
ICTVTaxoChallenge_28622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friunavirus B5,1
ICTVTaxoChallenge_286495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus royals2015,0.9727
ICTVTaxoChallenge_286586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benedictvirus jovo,1
ICTVTaxoChallenge_286682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webervirus call,0.9986
ICTVTaxoChallenge_286786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perisivirus Tb,1
ICTVTaxoChallenge_286871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seuratvirus seurat,0.9875
ICTVTaxoChallenge_287077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dongdastvirus Axp3,0.9968
ICTVTaxoChallenge_287306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pipefishvirus pipefish,0.9949
ICTVTaxoChallenge_287645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosenblumvirus AGO13,1
ICTVTaxoChallenge_287957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus PhaxI,0.9913
ICTVTaxoChallenge_288157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Backyardiganvirus backyardigan,0.9969
ICTVTaxoChallenge_28892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peeveelvirus PVL108,0.9872
ICTVTaxoChallenge_289000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Litunavirus Mag4,1
ICTVTaxoChallenge_289380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warwickvirus tunus,0.986
ICTVTaxoChallenge_289426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nereusvirus tusconc4,0.9928
ICTVTaxoChallenge_290570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosemountvirus birk,0.9827
ICTVTaxoChallenge_290592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colossusvirus PW,0.9988
ICTVTaxoChallenge_29073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dybvigvirus Av1,0.9744
ICTVTaxoChallenge_290870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agatevirus Bp8pC,0.9943
ICTVTaxoChallenge_29092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berlinvirus Yepe2,1
ICTVTaxoChallenge_291092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus bering,1
ICTVTaxoChallenge_291245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus CHPC959,0.9999
ICTVTaxoChallenge_291997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lazarusvirus berthold,0.9892
ICTVTaxoChallenge_292258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tsarbombavirus tsarbomba,0.9986
ICTVTaxoChallenge_292285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghunavirus WRT,1
ICTVTaxoChallenge_293199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jujuvirus petra,0.9799
ICTVTaxoChallenge_29377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saguarovirus saguaro,0.9934
ICTVTaxoChallenge_293776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przondovirus K11,1
ICTVTaxoChallenge_293809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wizardvirus phlop,0.9896
ICTVTaxoChallenge_293815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Certrevirus phiTE,0.9862
ICTVTaxoChallenge_294325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teseptimavirus ebrios,1
ICTVTaxoChallenge_294553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pippivirus pippi,0.9776
ICTVTaxoChallenge_294566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colneyvirus MMP02,0.992
ICTVTaxoChallenge_294614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus ochi17,0.9879
ICTVTaxoChallenge_294950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loessnervirus Y2,0.979
ICTVTaxoChallenge_29566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernvirus diva,0.9807
ICTVTaxoChallenge_295714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obolenskvirus WCHABP1,0.9825
ICTVTaxoChallenge_295751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pbunavirus LS1,0.9928
ICTVTaxoChallenge_295853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunavirus T1,0.9928
ICTVTaxoChallenge_295910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mycobacterium virus Tweety,0.9776
ICTVTaxoChallenge_296636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pecentumvirus LMSP25,0.9932
ICTVTaxoChallenge_297155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chivirus FSLSP088,0.9979
ICTVTaxoChallenge_297347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus mantra,0.9775
ICTVTaxoChallenge_29765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luzseptimavirus KPP21,0.9943
ICTVTaxoChallenge_297808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burkholderia virus AH2,0.9802
ICTVTaxoChallenge_298260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anayavirus JAWS,0.9911
ICTVTaxoChallenge_298297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus cm8,0.9859
ICTVTaxoChallenge_298342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aphroditevirus aphrodite1,0.996
ICTVTaxoChallenge_299133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likavirus goby,0.9889
ICTVTaxoChallenge_299553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus ecomdalca,0.9869
ICTVTaxoChallenge_300774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayvirus G1,0.9927
ICTVTaxoChallenge_301811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konstantinevirus konstantine,0.9962
ICTVTaxoChallenge_302272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ithacavirus SP076,0.9982
ICTVTaxoChallenge_302885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuaanevirus ime13,0.9921
ICTVTaxoChallenge_303019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiamatvirus PSSP7,0.9878
ICTVTaxoChallenge_303160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copernicusvirus Ef72,1
ICTVTaxoChallenge_303181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yushanvirus Spp001,0.9929
ICTVTaxoChallenge_303242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sortsnevirus IME279,1
ICTVTaxoChallenge_303457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kochikohdavirus EF24C,0.9979
ICTVTaxoChallenge_303842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epseptimavirus saus132,0.9942
ICTVTaxoChallenge_304179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus sv96401,0.9922
ICTVTaxoChallenge_304850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinnievirus moorethemaryer,0.9916
ICTVTaxoChallenge_305147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maenadvirus P1,0.9984
ICTVTaxoChallenge_305239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beograduvirus KPhi1,0.9969
ICTVTaxoChallenge_305573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felixounavirus Alf5,0.9887
ICTVTaxoChallenge_392765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phikmvvirus PT5,0.9966
ICTVTaxoChallenge_393043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haloferacalesvirus HRTV8,0.9933
ICTVTaxoChallenge_393493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mosigvirus sf,0.9965
ICTVTaxoChallenge_393591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przondovirus KP32,1
ICTVTaxoChallenge_393623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rogunavirus AKS96,0.9982
ICTVTaxoChallenge_393712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayfunavirus K1F,1
ICTVTaxoChallenge_393817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thalassavirus thalassa,0.992
ICTVTaxoChallenge_393931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faithunavirus faith1,0.9965
ICTVTaxoChallenge_39399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tabernariusvirus tabernarius,0.9936
ICTVTaxoChallenge_394022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przondovirus IME321,0.9903
ICTVTaxoChallenge_394305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epseptimavirus S113,0.9925
ICTVTaxoChallenge_39445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus L18,0.9894
ICTVTaxoChallenge_395323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pahexavirus PHL009M11,0.9915
ICTVTaxoChallenge_395633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skunavirus LP9609,0.9743
ICTVTaxoChallenge_395699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vequintavirus APECc02,0.9859
ICTVTaxoChallenge_39571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlievirus Raymond7,0.9884
ICTVTaxoChallenge_396147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sugarlandvirus sugarland,0.9892
ICTVTaxoChallenge_396448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yongunavirus yong1,1
ICTVTaxoChallenge_396561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leicestervirus CD146,0.9905
ICTVTaxoChallenge_396647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pecentumvirus LMSP25,0.9964
ICTVTaxoChallenge_396719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayfunavirus EcpYZU01,0.9992
ICTVTaxoChallenge_396757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xiamenvirus RDJL1,0.993
ICTVTaxoChallenge_396960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biseptimavirus SA345ruMSSAST8,0.9775
ICTVTaxoChallenge_397082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baltivirus phi13duo,0.9812
ICTVTaxoChallenge_397110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghobesvirus ghobes,1
ICTVTaxoChallenge_397358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stubburvirus LKA1,0.9875
ICTVTaxoChallenge_398005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vashvirus vash,0.9889
ICTVTaxoChallenge_398074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kisquinquevirus KS5,0.9823
ICTVTaxoChallenge_398635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amginevirus ellie,0.9918
ICTVTaxoChallenge_398886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tinduovirus TIN2,0.9742
ICTVTaxoChallenge_398890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Badaztecvirus badaargau2,1
ICTVTaxoChallenge_399253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Traversvirus SH2026Stx1,0.9719
ICTVTaxoChallenge_39926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xiamenvirus RDJL2,0.9858
ICTVTaxoChallenge_400155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harbinvirus bacchae,0.9978
ICTVTaxoChallenge_400273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anayavirus amelie,0.9897
ICTVTaxoChallenge_400367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruynoghevirus LUZ24,1
ICTVTaxoChallenge_400830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bequatrovirus B4,0.9893
ICTVTaxoChallenge_401270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samistivirus paradiddles,0.9934
ICTVTaxoChallenge_401415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus gee50,0.9891
ICTVTaxoChallenge_401659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webervirus KpKT21phi1,0.9821
ICTVTaxoChallenge_401693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triavirus tv15644,0.9962
ICTVTaxoChallenge_402158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kagunavirus K1ind1,0.9935
ICTVTaxoChallenge_402184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otagovirus Psa374,0.9908
ICTVTaxoChallenge_402406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheoctovirus swagpigglett,0.9907
ICTVTaxoChallenge_40290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastlansingvirus Sf12,0.9791
ICTVTaxoChallenge_402900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drulisvirus altogao,0.9864
ICTVTaxoChallenge_403161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kratiovirus gengar,0.9925
ICTVTaxoChallenge_403198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mycobacterium virus Halo,0.9853
ICTVTaxoChallenge_403929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berlinvirus PP74,1
ICTVTaxoChallenge_404361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nonanavirus nv9NA,0.9888
ICTVTaxoChallenge_404458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harbinvirus bromius,0.9974
ICTVTaxoChallenge_404626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Przondovirus KN31,1
ICTVTaxoChallenge_404727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus RB18,0.9885
ICTVTaxoChallenge_404775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurodevirus hominis,0.9867
ICTVTaxoChallenge_404812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whopevirus animalis,0.9984
ICTVTaxoChallenge_40497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tequatrovirus lutter,0.9869
ICTVTaxoChallenge_405634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burrovirus arete,0.9932
ICTVTaxoChallenge_405694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mycobacterium virus Squirty,0.9913
ICTVTaxoChallenge_40571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taranisvirus taranis,0.9838
ICTVTaxoChallenge_406051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuttervirus SeSz1,0.9918
ICTVTaxoChallenge_406152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanrivervirus herni,0.9987
ICTVTaxoChallenge_406172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernvirus lucielle,0.9784
ICTVTaxoChallenge_406609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haloferacalesvirus HRTV10,0.9973
ICTVTaxoChallenge_407839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muvirus SfMu,0.9919
ICTVTaxoChallenge_408277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peduovirus YPM50,0.9987
ICTVTaxoChallenge_408472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaohsiungvirus AS51,1
ICTVTaxoChallenge_408957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negarvirus WP2,1
ICTVTaxoChallenge_409063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acinetobacter virus Acj61,0.9874
ICTVTaxoChallenge_409680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jiaodavirus kp179,0.9934
